MEP_system,Image_ID,Ansatz,Fine-tune/Train_steps,E(Hartree)
1-Propanol,11,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17013549465602
1-Propanol,12,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17080327216254
1-Propanol,13,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17023460116917
1-Propanol,14,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17039960428875
1-Propanol,15,"Orbformer fine-tune LAC (400k), all structures",120000,-194.1700820406405
1-Propanol,16,"Orbformer fine-tune LAC (400k), all structures",120000,-194.1693289211697
1-Propanol,17,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17155686628553
1-Propanol,18,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17186564788818
1-Propanol,19,"Orbformer fine-tune LAC (400k), all structures",120000,-194.17081729363335
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",250,-243.43700940732924
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",250,-243.64316315417474
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",250,-243.1770794281443
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",250,-242.8170504637028
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",250,-243.61043287713332
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",250,-243.4343687047243
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",250,-242.86269929208328
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",250,-243.19078556372443
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",250,-243.21825491487968
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",250,-243.55109643784925
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",250,-243.3055481026794
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",250,-243.16901636176542
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",250,-243.59471476253788
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",250,-243.45392541913685
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",250,-243.58482156401772
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",250,-242.9977909204411
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",250,-242.89258522180643
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",250,-243.02866160240885
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",250,-242.40845736697506
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",250,-243.12438587630498
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",1000,-248.63926763973973
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",1000,-248.3041337812104
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",1000,-247.79954654096005
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",1000,-247.56860987911247
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",1000,-248.47582080608805
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",1000,-248.38869516113164
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",1000,-247.81193568793242
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",1000,-247.7063222622007
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",1000,-248.41036602727957
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",1000,-245.5027550520868
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",1000,-247.37988050970904
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",1000,-248.01615035834385
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",1000,-247.0117481014578
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",1000,-246.6810324212259
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",1000,-246.16718935715605
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",1000,-247.9338377079286
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",1000,-248.17298424346276
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",1000,-248.08726295597117
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",1000,-247.60221799390197
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",1000,-248.54766812509564
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",4000,-249.34561992649856
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",4000,-249.39334586249458
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",4000,-249.45461682897647
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",4000,-249.3880862319223
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",4000,-249.3745579473128
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",4000,-249.42526427313055
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",4000,-249.39140412485182
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",4000,-249.2684819302029
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",4000,-249.26085735495465
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",4000,-249.28843589990984
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",4000,-249.24028470277477
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",4000,-249.17418890471652
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",4000,-249.23443033795476
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",4000,-249.26157041240356
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",4000,-249.21632858789192
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",4000,-249.2556042394391
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",4000,-249.29136993532558
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",4000,-249.25218031264595
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",4000,-249.25530129416364
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",4000,-249.26912030153917
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",8000,-249.55676929389105
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",8000,-249.5388482441092
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",8000,-249.5061416635074
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",8000,-249.56870184326172
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",8000,-249.53048347733662
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",8000,-249.52428586154514
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",8000,-249.47006929524738
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",8000,-249.42816469064277
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",8000,-249.4204791233696
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",8000,-249.27044469627674
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",8000,-249.4112173224555
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",8000,-249.38538843440475
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",8000,-249.3719689780942
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",8000,-249.3990602654351
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",8000,-249.33825546942418
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",8000,-249.39099002843935
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",8000,-249.38151758490667
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",8000,-249.37805157934412
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",8000,-249.3776206711383
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",8000,-249.41595134819877
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",16000,-249.60572961184278
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",16000,-249.58972696346174
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",16000,-249.62174551730686
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",16000,-249.60668802988397
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",16000,-249.59038352457682
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",16000,-249.60652706570096
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",16000,-249.57381018150505
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",16000,-249.54091011216906
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",16000,-249.51136925591362
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",16000,-249.45592829386393
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",16000,-249.4296397128635
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",16000,-249.44616332405104
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",16000,-249.44486222669812
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",16000,-249.46762995741102
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",16000,-249.4657114054362
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",16000,-249.43153376600478
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",16000,-249.4636237013075
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",16000,-249.4705309753418
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",16000,-249.45551270887586
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",16000,-249.45694437500208
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",32000,-249.66325518896417
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",32000,-249.6644135716184
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",32000,-249.65770093451607
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",32000,-249.65935242377387
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",32000,-249.6591010945638
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",32000,-249.66892565917968
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",32000,-249.62692668999566
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",32000,-249.56649249606662
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",32000,-249.55033770412868
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",32000,-249.53126126437718
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",32000,-249.50195081583658
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",32000,-249.50245110405817
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",32000,-249.49691781277127
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",32000,-249.49674835883246
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",32000,-249.5016861097548
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",32000,-249.4938037685818
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",32000,-249.50793058946397
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",32000,-249.50299744669596
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",32000,-249.49599585639106
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",32000,-249.49744780137803
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",48000,-249.65939135742187
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",48000,-249.666487830268
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",48000,-249.67663975355362
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",48000,-249.67958342149524
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",48000,-249.68017253960502
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",48000,-249.6820250583225
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",48000,-249.6489530775282
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",48000,-249.58590680948893
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",48000,-249.55424839952258
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",48000,-249.54105324639215
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",48000,-249.519921617296
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",48000,-249.51338386027018
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",48000,-249.5189039815267
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",48000,-249.5281088256836
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",48000,-249.51935039944118
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",48000,-249.52182279120552
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",48000,-249.51904324679904
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",48000,-249.52154943847657
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",48000,-249.52199452379014
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",48000,-249.52432609388563
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",64000,-249.68882567003038
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",64000,-249.68480781385634
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",64000,-249.67806439208985
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",64000,-249.69492108154296
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",64000,-249.69078111775715
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",64000,-249.68600070529513
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",64000,-249.66118430243597
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",64000,-249.59906413777668
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",64000,-249.57479247368707
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",64000,-249.56102014838325
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",64000,-249.52223262871635
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",64000,-249.52361550225152
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",64000,-249.51775380791557
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",64000,-249.52393185424805
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",64000,-249.52943157958984
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",64000,-249.52803422376846
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",64000,-249.52552913750543
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",64000,-249.53260380723742
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",64000,-249.53188681708443
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",64000,-249.53279652913412
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",80000,-249.68575218370225
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",80000,-249.68204460991754
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",80000,-249.68738494194878
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",80000,-249.69265199110242
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",80000,-249.69979409111872
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",80000,-249.69594536336263
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",80000,-249.66546773952908
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",80000,-249.60765037706165
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",80000,-249.5881455247667
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",80000,-249.55846171061197
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",80000,-249.53667446221246
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",80000,-249.53614397176108
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",80000,-249.5342114766439
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",80000,-249.53234502834744
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",80000,-249.53449299791123
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",80000,-249.53522784423828
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",80000,-249.5392786763509
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",80000,-249.53382499864367
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",80000,-249.54053634643554
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",80000,-249.539110812717
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",100000,-249.6965803697374
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",100000,-249.68755628797743
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",100000,-249.68636838446724
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",100000,-249.69353419325085
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",100000,-249.69317408921984
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",100000,-249.6919280971951
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",100000,-249.67076413642036
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",100000,-249.6132075568305
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",100000,-249.58577206081813
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",100000,-249.56822334798176
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",100000,-249.55698702324761
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",100000,-249.53432964748805
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",100000,-249.5344677090115
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",100000,-249.54107398139107
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",100000,-249.54109652370877
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",100000,-249.53074648369684
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",100000,-249.53990910169813
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",100000,-249.54419894748264
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",100000,-249.53912392849392
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",100000,-249.53945826890734
2-Aminopropan-2-ol,0,"Orbformer scratch, single structures",120000,-249.7028915303548
2-Aminopropan-2-ol,1,"Orbformer scratch, single structures",120000,-249.69763274129232
2-Aminopropan-2-ol,2,"Orbformer scratch, single structures",120000,-249.6989952155219
2-Aminopropan-2-ol,3,"Orbformer scratch, single structures",120000,-249.70903345065648
2-Aminopropan-2-ol,4,"Orbformer scratch, single structures",120000,-249.70679797024198
2-Aminopropan-2-ol,5,"Orbformer scratch, single structures",120000,-249.6931838921441
2-Aminopropan-2-ol,6,"Orbformer scratch, single structures",120000,-249.67369207763673
2-Aminopropan-2-ol,7,"Orbformer scratch, single structures",120000,-249.61461573282878
2-Aminopropan-2-ol,8,"Orbformer scratch, single structures",120000,-249.59646756998697
2-Aminopropan-2-ol,9,"Orbformer scratch, single structures",120000,-249.5693775600857
2-Aminopropan-2-ol,10,"Orbformer scratch, single structures",120000,-249.56263991292317
2-Aminopropan-2-ol,11,"Orbformer scratch, single structures",120000,-249.54845765516492
2-Aminopropan-2-ol,12,"Orbformer scratch, single structures",120000,-249.54409361097547
2-Aminopropan-2-ol,13,"Orbformer scratch, single structures",120000,-249.53750599839952
2-Aminopropan-2-ol,14,"Orbformer scratch, single structures",120000,-249.5434992675781
2-Aminopropan-2-ol,15,"Orbformer scratch, single structures",120000,-249.54334005737306
2-Aminopropan-2-ol,16,"Orbformer scratch, single structures",120000,-249.5459773796929
2-Aminopropan-2-ol,17,"Orbformer scratch, single structures",120000,-249.54347771199545
2-Aminopropan-2-ol,18,"Orbformer scratch, single structures",120000,-249.5483210144043
2-Aminopropan-2-ol,19,"Orbformer scratch, single structures",120000,-249.5451686299642
2-Aminopropan-2-ol,0,"Orbformer scratch, all structures",250,-235.870601153664
2-Aminopropan-2-ol,1,"Orbformer scratch, all structures",250,-236.10188536738312
2-Aminopropan-2-ol,2,"Orbformer scratch, all structures",250,-236.5936040343348
2-Aminopropan-2-ol,3,"Orbformer scratch, all structures",250,-236.63820060602555
2-Aminopropan-2-ol,4,"Orbformer scratch, all structures",250,-236.62773357756913
2-Aminopropan-2-ol,5,"Orbformer scratch, all structures",250,-236.92951126811047
2-Aminopropan-2-ol,6,"Orbformer scratch, all structures",250,-237.26051624428584
2-Aminopropan-2-ol,7,"Orbformer scratch, all structures",250,-237.59868844479166
2-Aminopropan-2-ol,8,"Orbformer scratch, all structures",250,-237.3486401027041
2-Aminopropan-2-ol,9,"Orbformer scratch, all structures",250,-236.6411615445319
2-Aminopropan-2-ol,10,"Orbformer scratch, all structures",250,-238.17497992763077
2-Aminopropan-2-ol,11,"Orbformer scratch, all structures",250,-238.41822218018854
2-Aminopropan-2-ol,12,"Orbformer scratch, all structures",250,-238.40884369080538
2-Aminopropan-2-ol,13,"Orbformer scratch, all structures",250,-238.3839706792392
2-Aminopropan-2-ol,14,"Orbformer scratch, all structures",250,-238.36552455094738
2-Aminopropan-2-ol,15,"Orbformer scratch, all structures",250,-238.34419191351142
2-Aminopropan-2-ol,16,"Orbformer scratch, all structures",250,-238.3480862420205
2-Aminopropan-2-ol,17,"Orbformer scratch, all structures",250,-238.29071281616822
2-Aminopropan-2-ol,18,"Orbformer scratch, all structures",250,-238.2714614849281
2-Aminopropan-2-ol,19,"Orbformer scratch, all structures",250,-238.23337182773466
2-Aminopropan-2-ol,0,"Orbformer scratch, all structures",1000,-246.72948919113614
2-Aminopropan-2-ol,1,"Orbformer scratch, all structures",1000,-246.72332401167486
2-Aminopropan-2-ol,2,"Orbformer scratch, all structures",1000,-246.74717416540727
2-Aminopropan-2-ol,3,"Orbformer scratch, all structures",1000,-246.7795123233182
2-Aminopropan-2-ol,4,"Orbformer scratch, all structures",1000,-246.71249940763468
2-Aminopropan-2-ol,5,"Orbformer scratch, all structures",1000,-246.82711543047796
2-Aminopropan-2-ol,6,"Orbformer scratch, all structures",1000,-246.92944550041858
2-Aminopropan-2-ol,7,"Orbformer scratch, all structures",1000,-247.05942244973284
2-Aminopropan-2-ol,8,"Orbformer scratch, all structures",1000,-246.94722425108665
2-Aminopropan-2-ol,9,"Orbformer scratch, all structures",1000,-247.2486389647366
2-Aminopropan-2-ol,10,"Orbformer scratch, all structures",1000,-247.32424138570522
2-Aminopropan-2-ol,11,"Orbformer scratch, all structures",1000,-247.33083934699997
2-Aminopropan-2-ol,12,"Orbformer scratch, all structures",1000,-247.35713584397135
2-Aminopropan-2-ol,13,"Orbformer scratch, all structures",1000,-247.34091663475837
2-Aminopropan-2-ol,14,"Orbformer scratch, all structures",1000,-247.33818144900349
2-Aminopropan-2-ol,15,"Orbformer scratch, all structures",1000,-247.32678399221538
2-Aminopropan-2-ol,16,"Orbformer scratch, all structures",1000,-247.31054223714256
2-Aminopropan-2-ol,17,"Orbformer scratch, all structures",1000,-247.29391212538243
2-Aminopropan-2-ol,18,"Orbformer scratch, all structures",1000,-247.2753856082807
2-Aminopropan-2-ol,19,"Orbformer scratch, all structures",1000,-247.24203118669
2-Aminopropan-2-ol,0,"Orbformer scratch, all structures",4000,-248.75893071114632
2-Aminopropan-2-ol,1,"Orbformer scratch, all structures",4000,-248.81619733425708
2-Aminopropan-2-ol,2,"Orbformer scratch, all structures",4000,-248.8322142552987
2-Aminopropan-2-ol,3,"Orbformer scratch, all structures",4000,-248.86353369640378
2-Aminopropan-2-ol,4,"Orbformer scratch, all structures",4000,-248.85116677185135
2-Aminopropan-2-ol,5,"Orbformer scratch, all structures",4000,-248.86514841672292
2-Aminopropan-2-ol,6,"Orbformer scratch, all structures",4000,-248.9060292497983
2-Aminopropan-2-ol,7,"Orbformer scratch, all structures",4000,-248.9892909941864
2-Aminopropan-2-ol,8,"Orbformer scratch, all structures",4000,-249.0132986425228
2-Aminopropan-2-ol,9,"Orbformer scratch, all structures",4000,-249.02530869663522
2-Aminopropan-2-ol,10,"Orbformer scratch, all structures",4000,-249.02340396274323
2-Aminopropan-2-ol,11,"Orbformer scratch, all structures",4000,-249.02162738981994
2-Aminopropan-2-ol,12,"Orbformer scratch, all structures",4000,-249.00028548009888
2-Aminopropan-2-ol,13,"Orbformer scratch, all structures",4000,-248.9925929549303
2-Aminopropan-2-ol,14,"Orbformer scratch, all structures",4000,-248.97355496329732
2-Aminopropan-2-ol,15,"Orbformer scratch, all structures",4000,-248.95789154518488
2-Aminopropan-2-ol,16,"Orbformer scratch, all structures",4000,-248.9502315580713
2-Aminopropan-2-ol,17,"Orbformer scratch, all structures",4000,-248.9362580049226
2-Aminopropan-2-ol,18,"Orbformer scratch, all structures",4000,-248.92848124232324
2-Aminopropan-2-ol,19,"Orbformer scratch, all structures",4000,-248.91593596933777
2-Aminopropan-2-ol,0,"Orbformer scratch, all structures",8000,-249.42876495536788
2-Aminopropan-2-ol,1,"Orbformer scratch, all structures",8000,-249.4283669147539
2-Aminopropan-2-ol,2,"Orbformer scratch, all structures",8000,-249.45639870889121
2-Aminopropan-2-ol,3,"Orbformer scratch, all structures",8000,-249.4696289657184
2-Aminopropan-2-ol,4,"Orbformer scratch, all structures",8000,-249.46366010015905
2-Aminopropan-2-ol,5,"Orbformer scratch, all structures",8000,-249.46580741202987
2-Aminopropan-2-ol,6,"Orbformer scratch, all structures",8000,-249.43679173457514
2-Aminopropan-2-ol,7,"Orbformer scratch, all structures",8000,-249.3476565335632
2-Aminopropan-2-ol,8,"Orbformer scratch, all structures",8000,-249.31714621110714
2-Aminopropan-2-ol,9,"Orbformer scratch, all structures",8000,-249.31774237355378
2-Aminopropan-2-ol,10,"Orbformer scratch, all structures",8000,-249.32313238594062
2-Aminopropan-2-ol,11,"Orbformer scratch, all structures",8000,-249.32865234151242
2-Aminopropan-2-ol,12,"Orbformer scratch, all structures",8000,-249.33285354074428
2-Aminopropan-2-ol,13,"Orbformer scratch, all structures",8000,-249.3382978609326
2-Aminopropan-2-ol,14,"Orbformer scratch, all structures",8000,-249.33659335226875
2-Aminopropan-2-ol,15,"Orbformer scratch, all structures",8000,-249.3421100095293
2-Aminopropan-2-ol,16,"Orbformer scratch, all structures",8000,-249.3435568864837
2-Aminopropan-2-ol,17,"Orbformer scratch, all structures",8000,-249.3452423368531
2-Aminopropan-2-ol,18,"Orbformer scratch, all structures",8000,-249.33940328924032
2-Aminopropan-2-ol,19,"Orbformer scratch, all structures",8000,-249.34060962199888
2-Aminopropan-2-ol,0,"Orbformer scratch, all structures",16000,-249.54939862950886
2-Aminopropan-2-ol,1,"Orbformer scratch, all structures",16000,-249.54490761173483
2-Aminopropan-2-ol,2,"Orbformer scratch, all structures",16000,-249.54991563199522
2-Aminopropan-2-ol,3,"Orbformer scratch, all structures",16000,-249.55782330027196
2-Aminopropan-2-ol,4,"Orbformer scratch, all structures",16000,-249.5594105227047
2-Aminopropan-2-ol,5,"Orbformer scratch, all structures",16000,-249.55998827978854
2-Aminopropan-2-ol,6,"Orbformer scratch, all structures",16000,-249.53581542591195
2-Aminopropan-2-ol,7,"Orbformer scratch, all structures",16000,-249.4689955750639
2-Aminopropan-2-ol,8,"Orbformer scratch, all structures",16000,-249.4448499517997
2-Aminopropan-2-ol,9,"Orbformer scratch, all structures",16000,-249.4317416011264
2-Aminopropan-2-ol,10,"Orbformer scratch, all structures",16000,-249.42812651730588
2-Aminopropan-2-ol,11,"Orbformer scratch, all structures",16000,-249.43606625886062
2-Aminopropan-2-ol,12,"Orbformer scratch, all structures",16000,-249.4325471795895
2-Aminopropan-2-ol,13,"Orbformer scratch, all structures",16000,-249.43292878310257
2-Aminopropan-2-ol,14,"Orbformer scratch, all structures",16000,-249.43267266683523
2-Aminopropan-2-ol,15,"Orbformer scratch, all structures",16000,-249.43303477557623
2-Aminopropan-2-ol,16,"Orbformer scratch, all structures",16000,-249.43495872317354
2-Aminopropan-2-ol,17,"Orbformer scratch, all structures",16000,-249.43572681721918
2-Aminopropan-2-ol,18,"Orbformer scratch, all structures",16000,-249.43378351550572
2-Aminopropan-2-ol,19,"Orbformer scratch, all structures",16000,-249.43097615657425
2-Aminopropan-2-ol,0,"Orbformer scratch, all structures",32000,-249.6435794522913
2-Aminopropan-2-ol,1,"Orbformer scratch, all structures",32000,-249.64032342995483
2-Aminopropan-2-ol,2,"Orbformer scratch, all structures",32000,-249.6455022098659
2-Aminopropan-2-ol,3,"Orbformer scratch, all structures",32000,-249.6520039289071
